"","NumOfC","NumOfN","NumHBondDonors","NumOfConf","parentspecies","C.C..non.aromatic.","hydroxyl..alkyl.","aldehyde","carboxylic.acid","ester","ether..alicyclic.","nitrate","nitro","hydroperoxide","log_pSat_Pa"
"284",9,1,2,6.06610809010375,"apin",0,0,2,0,0,0,1,0,2,-9.24973722590296
"285",9,1,2,4.14313472639153,"apin",0,0,0,0,0,0,1,0,1,-4.82922364792128
"286",6,0,3,6.15485809401642,"apin",0,1,1,0,0,0,0,0,2,-7.50222701800858
"287",7,0,3,5.62762111369064,"toluene",0,1,0,0,0,0,0,0,1,-3.44490316521032
"288",10,1,2,4.53259949315326,"apin",0,1,0,0,0,0,1,0,1,-5.3036753123199
"289",7,1,2,4.99043258677874,"decane",0,1,0,0,0,0,1,0,0,-5.11390580710263
"290",4,0,2,3.8286413964891,"toluene",0,1,0,0,1,0,0,0,1,-3.36735280596131
"291",5,1,3,5.95842469302978,"toluene",0,1,1,0,0,0,0,1,1,-5.81993160355921
"292",6,2,2,5.6021188208797,"toluene",0,2,0,0,0,0,1,0,0,1.87005274943344
"293",10,1,0,2.63905732961526,"decane",0,0,0,0,0,0,1,0,0,-0.194833738192218
"294",8,0,1,4.38202663467388,"decane",0,0,0,0,0,0,0,0,1,-2.69712496399429
"295",6,1,3,4.93447393313069,"toluene",0,2,1,1,0,1,0,0,0,-7.13044930755412
"296",9,2,2,6.10924758276437,"apin",0,1,1,0,0,0,2,0,1,-7.59378674733329
"297",5,0,4,6.30444880242198,"toluene",1,1,0,1,1,0,0,0,2,-8.37516487896887
"298",7,1,2,4.40671924726425,"toluene",0,0,0,1,0,1,1,0,0,-3.26237372831639
"299",4,0,2,4.55387689160054,"toluene",0,0,1,0,0,0,0,0,2,-2.58227461686294
"300",7,1,5,6.33150184989369,"toluene",0,3,1,0,0,0,0,1,1,-14.0283018192262
"301",8,1,2,5.8664680569333,"apin",0,2,0,0,0,0,1,0,0,-6.8462183052212
"302",6,2,0,2.56494935746154,"toluene",0,0,0,0,0,0,1,0,0,0.539542526870952
"303",7,0,2,1.94591014905531,"toluene",1,0,0,1,0,1,0,0,0,-7.12774781806855
"304",7,1,2,5.14749447681345,"apin",0,0,0,0,0,0,1,0,1,-3.43954921186419
"305",7,1,5,6.16331480403464,"toluene",0,2,0,2,0,0,0,1,1,-11.7265683611454
"306",8,2,1,4.78749174278205,"decane",0,0,0,0,0,0,2,0,0,-6.74823504887648
"307",7,1,3,5.56452040732269,"toluene",0,3,3,0,0,0,1,0,0,-9.07564311178165
"308",6,2,1,5.59471137960184,"toluene",0,0,1,0,1,0,1,0,1,-0.969709870733653
"309",7,1,3,5.51342874616498,"toluene",0,1,1,0,0,1,1,0,1,-5.56031174238206
"310",7,2,3,5.75890177387728,"toluene",0,1,0,2,0,1,2,0,0,-10.4452537710589
"311",7,1,3,5.01727983681492,"toluene",0,2,0,1,1,0,0,1,0,-5.08859744147547
"312",10,0,2,6.02102334934953,"apin",0,0,1,0,0,0,0,0,2,-8.25235692315563
"313",7,1,2,5.70044357339069,"apin",0,0,0,2,0,0,1,0,0,-6.75516295604565
"314",2,1,1,1.09861228866811,"toluene",0,0,0,0,0,0,0,1,0,3.57497812495277
"315",7,0,2,4.00733318523247,"toluene",0,2,2,0,0,1,0,0,0,-4.92897094968045
"316",6,1,3,5.54517744447956,"toluene",0,2,0,0,1,0,0,0,1,-1.84147402047046
"317",6,2,1,5.28320372873799,"toluene",0,0,1,0,1,0,1,0,1,-2.1299160612976
"318",5,0,4,6.35610766069589,"toluene",0,0,0,1,0,1,0,0,3,-9.87131689342113
"319",7,0,1,1.09861228866811,"toluene",0,0,0,0,0,0,0,0,1,0.101258226253455
"320",6,1,2,4.67282883446191,"toluene",1,1,0,0,1,0,0,0,1,-4.55554872810089
"321",7,1,3,5.95842469302978,"toluene",0,1,2,0,0,1,0,0,2,-7.78989646088787
"322",7,1,1,2.77258872223978,"toluene",0,0,0,0,0,0,0,1,0,-3.45305555505353
"323",9,1,3,6.41999492814714,"decane",0,2,0,0,0,0,1,0,1,-8.53352296939106
"324",7,1,1,4.21950770517611,"toluene",0,0,0,1,0,0,0,0,0,-2.95430221124119
"325",6,1,3,5.04985600724954,"toluene",0,2,0,1,0,0,0,0,0,-8.78846396605795
"326",6,0,3,4.89034912822175,"toluene",0,0,0,2,0,1,0,0,1,-8.60082311366908
"327",6,2,1,5.39816270151775,"toluene",0,0,2,0,0,0,2,0,0,-2.5966009350844
"328",6,1,3,5.73979291217923,"toluene",0,1,0,0,0,0,1,0,1,-6.54400584647867
"329",6,1,2,3.68887945411394,"apin",1,1,0,0,0,0,0,0,1,2.15239174786808
"330",7,1,3,5.82600010738045,"toluene",0,1,2,0,0,1,0,0,2,-7.17539450750664
"331",6,0,3,5.0998664278242,"toluene",0,1,1,1,0,1,0,0,1,-8.01473379397857
"332",8,2,2,4.23410650459726,"apin",0,0,0,0,0,0,2,0,1,-5.2815516987493
"333",7,2,2,6.01126717440416,"toluene",0,1,0,0,0,0,1,0,1,-2.83266366080981
"334",6,2,1,4.39444915467244,"toluene",0,1,1,0,0,1,1,0,0,-1.40555933369186
"335",6,1,1,4.02535169073515,"toluene",0,1,0,0,0,0,0,0,0,-0.267665311852021
"336",6,0,4,5.8171111599632,"toluene",0,1,0,1,1,0,0,0,2,-10.9889949112147
"337",9,1,1,5.17048399503815,"decane",0,0,0,0,0,0,0,0,1,-4.91615235010229
"338",7,2,2,5.92425579741453,"decane",0,2,0,0,0,0,2,0,0,-5.22261072688036
"339",7,1,4,6.40025744530882,"toluene",0,3,0,1,1,0,1,0,0,-8.76822421604422
"340",6,2,3,5.50533153593236,"toluene",0,1,0,2,0,1,2,0,0,-7.99030706437201
"341",7,1,2,4.11087386417331,"apin",0,0,0,0,0,0,1,0,1,-0.228742881211909
"342",6,0,2,3.17805383034795,"toluene",0,1,0,0,0,0,0,0,0,-3.40591951598272
"343",5,0,4,5.15905529921453,"toluene",0,1,0,1,0,1,0,0,1,-10.1596291057664
"344",5,0,1,3.36729582998647,"toluene",0,0,1,0,0,0,0,0,1,-1.60875853755692
"345",7,2,3,5.80211837537706,"toluene",0,0,1,0,0,1,1,1,2,-9.68537641296452
"346",9,2,1,4.89783979995091,"apin",0,0,1,0,0,0,1,0,1,-5.59521585658827
"347",7,1,3,5.82304589548302,"apin",0,1,0,1,0,0,1,0,0,-6.84806086111336
"348",7,2,2,3.04452243772342,"toluene",0,2,0,0,0,0,1,1,0,-5.72150811236625
"349",8,0,3,6.15485809401642,"apin",0,0,1,0,0,0,0,0,3,-9.26197332711775
"350",6,2,1,3.73766961828337,"toluene",0,0,0,0,0,1,0,1,1,-2.33286829806335
"351",7,2,3,4.31748811353631,"toluene",1,2,0,0,0,0,1,1,1,-6.60564199610227
"352",7,2,1,4.15888308335967,"apin",0,0,1,0,0,0,1,0,0,-1.34231434231528
"353",9,1,2,6.08221891037645,"apin",0,0,1,0,0,0,1,0,1,-6.86572073478349
"354",7,1,2,5.06890420222023,"toluene",1,1,1,1,1,0,0,0,0,-6.54448104710049
"355",6,2,3,5.88332238848828,"toluene",0,2,1,0,0,1,1,0,1,-6.56035435984776
"356",7,1,2,4.27666611901606,"toluene",1,0,0,0,0,1,0,0,1,-5.28547129371202
"357",6,1,2,5.70044357339069,"apin",0,0,1,0,0,0,1,0,2,-5.71756262906491
"358",8,1,2,6.26149168432104,"decane",0,1,0,0,0,0,1,0,1,-7.21394728803988
"359",6,2,2,4.92725368515721,"toluene",0,2,1,0,0,1,2,0,0,-2.97327966868361
"360",5,1,1,4.53259949315326,"toluene",0,0,2,1,0,0,0,0,0,-1.99327579634161
"361",5,1,3,4.39444915467244,"toluene",0,2,1,0,0,0,1,0,0,-3.4574460008534
"362",5,1,1,4.9416424226093,"toluene",0,0,1,0,0,0,1,0,1,-2.95142853733503
"363",6,1,4,5.82600010738045,"toluene",0,2,1,0,0,0,0,1,1,-9.37896671039569
"364",7,1,2,4.98360662170834,"decane",0,0,0,0,0,0,1,0,2,-4.7207946255475
"365",10,0,2,5.37063802812766,"apin",1,0,0,0,0,0,0,0,2,-8.06311599078358
"366",6,1,3,6.46302945692067,"apin",0,1,1,1,0,0,1,0,1,-9.43623837901908
"367",6,2,3,6.68586094706836,"toluene",0,2,0,0,1,0,1,0,1,-5.28441397184771
"368",9,1,2,6.10924758276437,"apin",0,0,1,1,0,0,1,0,1,-8.74275772652819
"369",9,1,1,5.39362754635236,"decane",0,0,0,0,0,0,1,0,1,-5.70247593191477
"370",4,1,1,2.484906649788,"toluene",0,0,0,1,0,0,0,1,0,-0.553549558494462
"371",7,0,2,4.89034912822175,"toluene",0,1,3,0,0,0,0,0,1,-4.10311868344673
"372",5,1,2,3.76120011569356,"toluene",0,1,1,1,0,1,1,0,0,-0.563756198369784
"373",6,2,1,3.55534806148941,"toluene",1,0,0,0,0,1,0,0,1,-3.02120074549629
"374",7,2,2,6.02586597382531,"toluene",0,1,0,0,2,0,1,0,1,-4.7785017952458
"375",5,1,4,6.26720054854136,"toluene",0,2,1,0,0,0,1,0,1,-5.91524654972539
"376",7,1,3,5.78996017089725,"toluene",0,1,1,0,0,1,1,0,2,-9.23170936043288
"377",7,2,3,5.4553211153577,"toluene",0,2,0,0,0,1,0,1,1,-6.65252144989648
"378",4,0,3,2.94443897916644,"toluene",0,1,0,0,1,0,0,0,1,-11.0625495014178
"379",9,2,0,4.31748811353631,"apin",0,0,2,0,0,0,2,0,0,-2.63437125766918
"380",6,2,2,5.52146091786225,"toluene",0,0,0,1,0,1,1,1,1,-5.82156187454572
"381",6,0,3,5.61312810638807,"toluene",0,1,0,0,0,0,0,0,2,-8.91760493283484
"382",6,1,4,5.62762111369064,"toluene",0,1,0,1,0,1,1,0,1,-9.15032148249476
"383",5,1,3,5.03695260241363,"toluene",0,1,0,0,0,1,0,0,1,-7.5705037321833
"384",6,1,2,3.17805383034795,"toluene",0,1,0,0,0,0,1,0,1,-2.73904112606438
"385",4,1,0,1.94591014905531,"toluene",0,0,1,0,0,0,0,0,0,2.67270230325735
"386",5,2,2,4.64439089914137,"toluene",0,1,1,0,0,1,2,0,1,-3.59312903230756
"387",7,1,3,6.21660610108486,"toluene",0,2,0,0,0,0,0,0,1,-4.80033094155991
"388",5,0,2,4.55387689160054,"toluene",0,1,1,0,0,0,0,0,1,-1.12130855378667
"389",7,2,0,4.4188406077966,"apin",0,0,1,0,0,0,1,0,0,0.146549501474877
"390",6,1,1,3.91202300542815,"toluene",0,0,2,0,0,1,0,1,1,-2.73377490236646
"391",7,2,0,4.38202663467388,"apin",0,0,2,0,0,0,1,0,0,-1.98588366206018
"392",6,2,2,5.44241771052179,"toluene",0,0,0,2,0,0,1,1,0,-6.36564707992885
"393",10,2,1,5.90263333340137,"apin",0,1,1,0,0,0,2,0,0,-6.77753269151744
"394",5,1,1,1.79175946922805,"toluene",0,1,1,0,0,1,0,1,0,2.82003904726675
"395",6,1,2,6.02102334934953,"toluene",0,1,2,0,1,0,1,0,1,-4.65068834309185
"396",7,0,4,5.75257263882563,"toluene",0,1,0,2,0,1,0,0,1,-12.6979300034542
"397",6,1,3,2.19722457733622,"toluene",0,3,0,0,0,1,1,0,0,-1.67003759027859
"398",6,0,3,5.04342511691925,"toluene",0,1,2,0,0,1,0,0,2,-7.65994813331895
"399",6,0,2,5.03043792139244,"toluene",0,0,1,2,0,0,0,0,0,-7.02111776731721
"400",5,1,1,5.06890420222023,"toluene",0,0,2,0,0,0,1,0,1,-2.32685247184277
"401",6,2,2,6.15060276844628,"toluene",0,0,0,2,0,0,2,0,0,-5.66459563579575
"402",6,0,4,5.79909265446053,"toluene",0,2,1,0,0,1,0,0,2,-8.26986112256808
"403",9,1,2,4.70953020131233,"apin",0,1,1,0,0,0,1,0,1,-8.68069568383502
"404",5,1,2,5.24174701505964,"toluene",0,0,1,1,0,0,1,0,1,-4.08433093999024
"405",9,1,2,5.89715386763674,"decane",0,1,0,0,0,0,1,0,1,-6.45845196508765
"406",5,1,3,6.0330862217988,"toluene",0,0,0,2,1,0,1,0,1,-7.69588756923299
"407",6,0,2,5.4380793089232,"toluene",0,0,1,1,1,0,0,0,1,-5.12647310860097
"408",7,0,3,4.44265125649032,"toluene",0,1,0,0,0,1,0,0,0,-9.2294462350674
"409",7,0,2,4.38202663467388,"toluene",0,0,1,1,0,1,0,0,1,-7.91974851274312
"410",7,1,2,5.32300997913841,"toluene",0,2,3,0,0,0,0,1,0,-4.05764545937852
"411",6,0,2,4.78749174278205,"toluene",0,1,2,0,0,0,0,0,1,-3.72294930878144
"412",7,0,3,4.04305126783455,"toluene",0,2,0,0,0,1,0,0,1,-4.61608129360851
"413",7,1,1,5.05624580534831,"apin",0,0,2,0,0,0,1,0,1,-4.09548479516178
"414",6,2,2,4.0943445622221,"toluene",0,1,0,0,0,0,1,1,1,-2.85880057285713
"415",7,1,4,5.98141421125448,"toluene",0,4,1,0,0,1,0,0,0,-9.07338097907472
"416",9,2,2,5.92425579741453,"apin",0,0,0,0,0,0,2,0,1,-5.56859902864389
"417",4,1,2,4.77068462446567,"toluene",0,0,1,0,0,0,0,1,2,-2.23245609922888
"418",6,1,3,6.02586597382531,"toluene",0,1,1,0,0,0,0,0,1,-2.06230285594618
"419",6,0,3,4.98360662170834,"toluene",0,1,1,0,0,0,0,0,1,-6.66980307849367
"420",6,1,2,5.27811465923052,"toluene",0,1,1,0,0,0,0,0,1,-5.39115703810735
"421",7,2,2,6.361302477573,"toluene",0,0,1,1,0,0,1,0,1,-6.43905225034029
"422",6,2,3,3.58351893845611,"toluene",0,3,0,0,0,1,2,0,0,-4.72388621703099
"423",6,2,3,5.54907608489522,"toluene",0,1,1,0,0,0,1,0,2,-6.40575703974574
"424",8,2,2,5.82894561761021,"apin",0,1,0,0,0,0,1,0,1,-5.27316837131786
"425",7,0,3,5.62762111369064,"toluene",0,1,0,1,2,0,0,0,1,-8.13733954920592
"426",7,1,1,2.19722457733622,"toluene",1,0,0,1,0,1,0,0,0,-4.0196915210624
"427",6,0,2,4.43081679884331,"toluene",1,1,0,1,1,0,0,0,0,-2.39186848004941
"428",4,1,2,3.43398720448515,"toluene",0,1,0,0,0,0,1,0,1,1.23496552595075
"429",6,1,2,4.40671924726425,"toluene",0,0,1,0,0,0,1,0,2,-3.2676656057936
"430",8,1,2,4.82028156560504,"apin",0,0,1,0,0,0,1,0,1,-3.39059850377594
"431",8,0,2,6.19236248947487,"decane",0,1,1,0,0,0,0,0,1,-8.06948933067142
"432",6,1,3,6.39359075395063,"toluene",0,1,0,0,1,0,0,0,2,-5.91577245246255
"433",4,1,2,4.06044301054642,"toluene",1,0,1,0,0,0,0,0,2,-0.818482247333479
"434",7,0,4,6.60665018619822,"toluene",0,2,0,0,1,0,0,0,2,-12.1676649500931
"435",7,2,2,6.08904487544685,"toluene",0,1,1,0,0,0,1,0,0,-5.84162449996649
"436",10,1,3,6.63068338564237,"apin",0,0,0,0,0,0,1,0,2,-7.29511764875275
"437",4,1,2,3.3322045101752,"toluene",0,1,0,0,0,0,0,1,1,-1.7712789730475
"438",5,1,2,4.27666611901606,"toluene",0,1,1,0,0,1,0,0,1,-2.36719362222764
"439",5,0,3,4.95582705760126,"toluene",0,1,0,2,1,0,0,0,0,-9.2921864276707
"440",5,1,3,4.51085950651685,"toluene",0,1,0,0,0,1,0,1,1,-2.21609549556398
"441",7,0,2,4.56434819146784,"toluene",0,1,1,0,0,0,0,0,0,-9.84685822560065
"442",6,1,3,4.30406509320417,"toluene",0,1,0,1,0,0,1,0,1,-7.39787849653486
"443",7,2,3,5.62040086571715,"toluene",0,2,1,1,0,1,2,0,0,-8.68715008233598
"444",7,2,2,4.4188406077966,"toluene",0,1,1,0,0,0,1,0,1,-5.23094355987977
"445",9,1,3,6.17170059741091,"apin",0,1,1,0,0,0,1,0,1,-6.85537656388607
"446",6,1,4,5.48893772615669,"toluene",0,2,1,1,0,0,0,1,1,-12.6834608080357
"447",10,1,1,5.77455154554441,"decane",0,0,0,0,0,0,1,0,1,-3.94494662152377
"448",6,2,3,6.23244801655052,"toluene",0,2,0,0,0,0,2,0,0,-6.59224534706195
"449",4,1,3,5.19849703126583,"toluene",0,1,0,0,1,0,1,0,1,-2.77630794247352
"450",6,1,3,5.85793315448346,"toluene",0,1,0,0,2,0,1,0,1,-6.73863094167154
"451",6,2,2,5.13579843705026,"toluene",0,1,1,1,0,0,1,1,0,-6.45685716861173
"452",7,2,1,5.54907608489522,"apin",0,0,2,0,0,0,2,0,1,-5.02258217052054
"453",10,2,2,3.2188758248682,"apin",0,0,0,0,0,0,2,0,2,-6.42548547247438
"454",10,2,0,4.07753744390572,"apin",0,0,1,0,0,0,2,0,0,-3.01012683336104
"455",10,2,0,4.31748811353631,"decane",0,0,0,0,0,0,2,0,0,-4.46947694699246
"456",6,2,1,4.55387689160054,"toluene",0,0,0,1,2,0,1,0,0,-2.44110518679715
"457",7,2,2,5.24174701505964,"toluene",0,2,1,0,0,0,1,0,0,-4.94018622476031
"458",6,1,2,1.09861228866811,"toluene",0,2,0,0,0,0,0,1,0,-6.97017353060295
"459",7,0,2,4.71849887129509,"toluene",0,1,1,1,1,0,0,0,0,-1.77811991153452
"460",7,0,3,6.82110747225646,"toluene",0,1,2,1,0,0,0,0,1,-9.29607756873763
"461",6,2,3,5.64190707093811,"toluene",0,1,0,0,0,1,2,0,1,-5.17733565915083
"462",10,1,1,5.65248918026865,"decane",0,1,0,0,0,0,1,0,0,-6.8404448782256
"463",6,2,2,6.06610809010375,"toluene",0,1,0,0,1,0,1,0,1,-1.04278463433139
"464",7,0,3,5.74300318780948,"toluene",0,1,1,1,0,0,0,0,1,-6.08931737897076
"465",7,1,3,5.42934562895444,"toluene",0,1,0,2,0,0,1,0,0,-8.48504804607556
"466",7,1,3,5.34710753071747,"toluene",0,1,1,1,0,1,0,1,1,-9.28855905725192
"467",6,1,2,5.26785815906333,"toluene",0,1,0,0,1,0,0,1,1,-4.94156489881655
"468",10,0,2,6.20859002609663,"decane",0,1,0,0,0,0,0,0,1,-7.88872077222256
"469",7,0,3,5.09375020080676,"",0,1,0,1,0,0,0,0,0,-6.9257357020682
"470",9,2,2,6.39859493453521,"apin",0,1,1,0,0,0,2,0,1,-9.72828594133673
"471",7,1,3,4.77068462446567,"toluene",0,2,1,0,0,0,1,0,0,-4.6592834119604
"472",7,2,0,3.04452243772342,"apin",0,0,0,0,0,0,1,0,0,0.555755540710617
"473",7,1,1,4.9416424226093,"toluene",0,1,1,0,0,0,0,0,0,-1.74215637574805
"474",5,1,2,4.12713438504509,"toluene",0,0,0,1,0,1,0,0,1,-1.81680545898633
"475",7,2,3,5.76205138278018,"toluene",0,1,0,0,0,1,1,0,1,-7.64871848406878
"476",6,0,3,5.66296048013595,"toluene",0,0,1,1,0,1,0,0,2,-6.71543205856617
"477",7,1,1,4.67282883446191,"apin",0,0,2,0,0,0,1,0,1,-2.65815601787795
"478",6,2,1,4.65396035015752,"toluene",0,0,1,0,0,1,1,0,1,-1.8968786238385
"479",9,1,1,3.85014760171006,"apin",0,0,1,0,0,0,1,0,1,-5.45149645776186
"480",10,1,3,6.35610766069589,"apin",0,2,0,0,0,0,1,0,0,-13.236967580576
"481",7,2,3,5.03043792139244,"toluene",0,2,2,0,0,0,1,1,0,-1.95085289344758
"482",7,2,1,4.20469261939097,"apin",0,0,0,0,0,0,2,0,1,-3.17005975890364
"483",6,1,3,5.77455154554441,"toluene",0,2,1,0,0,0,0,1,1,-3.33769888312818
"484",9,1,2,6.6682282484174,"apin",0,0,1,0,0,0,0,0,2,-5.9906708850197
"485",6,2,2,5.37989735354046,"toluene",0,0,0,1,0,0,1,1,1,-4.50699237952299
"486",9,0,2,5.52545293913178,"apin",0,0,1,0,0,0,0,0,2,-7.0236136995575
"487",7,1,1,4.61512051684126,"toluene",0,1,1,0,0,0,0,1,0,-2.0750830241838
"488",4,1,3,4.14313472639153,"toluene",0,1,0,0,0,0,0,0,0,-1.08121619360379
"489",9,2,2,6.16331480403464,"apin",0,0,0,1,0,0,2,0,1,-6.08569747042861
"490",6,1,2,5.67332326717149,"toluene",0,0,1,2,0,0,1,0,0,-7.61205966168229
"491",9,2,2,6.10702288774225,"apin",0,0,1,0,0,0,2,0,1,-6.8634293428939
"492",7,2,2,5.68017260901707,"toluene",0,1,1,0,0,1,0,2,1,-6.45219425127056
"493",7,1,1,4.54329478227,"toluene",0,0,1,0,0,0,1,0,1,-0.766689714719114
"494",7,1,3,5.8636311755981,"toluene",1,0,0,0,0,1,0,0,2,-8.29080581754984
"495",10,1,2,6.25575004175337,"apin",0,0,0,0,0,0,1,0,1,-9.48139777065893
"496",5,1,2,3.80666248977032,"toluene",0,2,2,0,0,1,1,0,0,1.15026832302106
"497",6,1,1,4.85203026391962,"toluene",0,1,2,0,0,0,1,0,0,-1.49167133516206
"498",8,1,1,4.12713438504509,"decane",0,0,0,0,0,0,1,0,0,-6.53062347239242
"499",7,0,4,3.29583686600433,"toluene",0,3,0,0,0,0,0,0,1,-9.60405291950298
"500",7,2,2,5.90263333340137,"apin",0,1,0,1,0,0,1,0,0,-4.77544622407376
"501",6,0,2,3.25809653802148,"toluene",0,0,0,2,0,1,0,0,0,-4.63208094359179
"502",7,0,3,5.49306144334055,"toluene",0,2,0,1,1,0,0,0,0,-7.86436016857324
"503",7,1,4,5.64190707093811,"toluene",0,3,1,0,0,1,1,0,0,-9.2784041022195
"504",6,1,3,5.59842195899838,"toluene",0,3,2,0,0,0,1,0,0,-5.7697390900296
"505",9,2,1,5.74300318780948,"decane",0,0,0,0,0,0,2,0,1,-6.57107956879578
"506",6,1,2,5.0998664278242,"toluene",0,0,1,1,0,1,1,0,1,-5.87849079473875
"507",7,1,1,2.83321334405622,"toluene",1,1,1,0,1,0,0,1,0,-4.16574972484858
"508",7,1,3,5.56068163101553,"toluene",0,1,2,0,0,1,1,0,1,-9.02955279600206
"509",10,1,3,6.82437367004309,"apin",0,1,0,1,0,0,1,0,1,-11.7031323571978
"510",7,0,3,4.12713438504509,"toluene",1,0,0,1,0,1,0,0,1,-5.71479281747618
"511",3,1,1,1.38629436111989,"toluene",0,0,0,0,0,1,0,1,1,1.12110356714826
"512",7,2,3,5.99645208861902,"toluene",0,2,1,0,0,0,1,0,1,-6.18556181486135
"513",6,2,2,5.32300997913841,"toluene",0,1,0,0,0,1,2,0,1,-2.62374049098827
"514",7,2,2,3.49650756146648,"apin",0,0,0,0,0,0,2,0,1,-6.12788733288777
"515",5,1,1,2.83321334405622,"toluene",0,0,1,0,0,1,0,1,0,-1.78610206419678
"516",6,1,1,4.99721227376411,"toluene",0,0,1,0,0,0,1,0,1,-2.17834709082383
"517",7,1,2,5.17614973257383,"apin",0,0,1,0,0,0,1,0,1,-3.64846769064496
"518",9,1,1,4.40671924726425,"apin",0,0,0,0,0,0,1,0,1,-3.27057071233451
"519",7,1,2,4.96284463025991,"toluene",0,1,0,0,0,0,1,0,1,-6.38322739576053
"520",6,1,2,3.91202300542815,"toluene",0,1,0,1,0,0,1,0,0,-5.55565456442492
"521",8,2,1,5.14749447681345,"apin",0,0,1,0,0,0,2,0,1,-4.98338143184574
"522",5,1,3,6.51619307604296,"toluene",0,0,1,1,0,0,1,0,2,-6.62381767245079
"523",6,0,2,4.48863636973214,"toluene",0,0,1,1,2,0,0,0,1,-3.85177490404889
"524",9,1,2,5.53733426701854,"apin",0,0,1,1,0,0,1,0,0,-9.13332860174633
"525",6,1,1,4.39444915467244,"toluene",0,0,1,1,0,0,0,0,0,-2.82904240925943
"526",8,1,3,5.64190707093811,"apin",0,2,1,1,0,0,1,0,0,-7.95568448652783
"527",7,2,3,6.16120732169508,"toluene",0,0,0,1,0,1,2,0,1,-10.6742918521652
"528",5,1,2,4.89783979995091,"toluene",0,0,1,1,0,0,1,0,1,-3.42337620107353
"529",7,1,3,5.37063802812766,"toluene",0,0,1,0,0,1,1,0,1,-8.23338165364828
"530",6,1,3,6.17378610390194,"toluene",0,1,1,1,1,0,1,0,1,-7.29001175050358
"531",4,1,1,2.63905732961526,"toluene",0,0,1,0,0,1,0,1,1,1.02221469335946
"532",7,0,3,4.63472898822964,"toluene",1,0,0,2,0,0,0,0,1,-12.4610067837844
"533",6,1,2,4.15888308335967,"toluene",0,1,1,1,0,0,1,0,0,-8.62760769516613
"534",5,0,1,1.09861228866811,"toluene",1,1,1,0,0,1,0,0,0,0.367280061211431
"535",10,1,2,6.19644412779452,"apin",0,1,2,1,0,0,1,0,0,-9.72930344698516
"536",6,1,3,5.65599181081985,"toluene",0,2,1,0,0,0,1,0,1,-5.41366626382783
"537",9,2,2,6.36647044773144,"apin",0,0,0,0,0,0,2,0,1,-7.14595644822552
"538",6,1,1,4.36944785246702,"toluene",0,0,1,0,1,0,0,1,1,-2.58078611614588
"539",4,1,1,2.39789527279837,"toluene",0,1,1,0,0,1,0,0,0,2.00233183824012
"540",5,1,3,4.85981240436167,"toluene",0,0,0,1,0,1,1,0,1,-4.96247815897568
"541",5,0,4,6.08449941307517,"toluene",0,2,1,0,0,1,0,0,2,-2.36005715391574
"542",8,1,1,4.23410650459726,"apin",0,0,0,0,0,0,1,0,1,-2.09959056064942
"543",5,0,2,3.3322045101752,"toluene",0,1,1,0,0,0,0,0,0,-5.0607833853738
"544",10,0,2,4.84418708645859,"apin",0,0,0,0,0,0,0,0,2,-6.07354166943925
"545",8,1,3,6.06610809010375,"apin",0,1,0,0,0,0,1,0,1,-6.88709913787895
"546",7,1,2,5.4553211153577,"apin_toluene",1,0,0,1,0,0,1,0,1,-8.03341970458989
"547",7,1,2,4.75359019110636,"toluene",0,0,0,1,0,0,1,0,1,-5.56140268370466
"548",7,0,1,3.98898404656427,"decane",0,0,1,0,0,0,0,0,1,-2.16057641258743
"549",6,2,2,4.54329478227,"toluene",0,1,0,0,0,0,2,0,0,-3.32897997025552
"550",4,1,1,2.70805020110221,"toluene",0,0,1,0,0,0,1,0,0,1.67840839074046
"551",10,0,2,1.79175946922805,"apin",0,1,0,0,0,0,0,0,1,-4.59842033307859
"552",5,1,3,5.79605775076537,"toluene",0,0,0,1,1,0,1,0,1,-6.271474463845
"553",6,1,4,3.2188758248682,"toluene",0,3,0,0,0,0,0,1,1,-8.75716638061164
"554",9,1,1,5.38449506278909,"apin",0,0,1,0,0,0,1,0,1,-7.07772433617972
"555",6,1,3,5.74300318780948,"toluene",1,0,0,0,1,0,0,1,2,-8.17783344151754
"556",8,0,3,6.36990098282823,"decane",0,1,0,0,0,0,0,0,1,-9.72370100876429
"557",7,1,2,4.15888308335967,"toluene",0,1,1,0,0,1,1,0,0,-8.27595516143745
"558",6,0,2,4.07753744390572,"toluene",0,0,0,0,0,0,0,0,2,-4.69697578721329
"559",7,1,4,6.55393340402581,"toluene",0,2,1,1,1,0,1,0,1,-9.55140075697471
"560",6,0,2,4.80402104473326,"toluene",0,0,1,0,0,0,0,0,1,-2.70591705013822
"561",7,0,3,6.06610809010375,"apin",0,1,1,1,0,0,0,0,1,-8.05803719030405
"562",9,1,2,6.20859002609663,"apin",0,0,1,1,0,0,1,0,1,-7.51861336098354
"563",6,1,3,5.59098698051086,"toluene",0,1,0,1,0,1,0,0,1,-6.80259171748361
"564",9,1,1,4.969813299576,"decane",0,0,0,0,0,0,1,0,0,-3.85827984619507
"565",5,0,3,5.19295685089021,"toluene",0,0,0,0,0,1,0,0,3,-6.62940992366962
"566",7,2,2,5.85220247977447,"decane",0,2,0,0,0,0,2,0,0,-6.2597660066988
"567",7,1,3,3.49650756146648,"toluene",0,3,0,0,0,1,1,0,0,-4.91852802140736
"568",4,0,3,5.37063802812766,"toluene",0,1,1,0,0,0,0,0,2,-3.79955634838996
