"","ID","log_pSat_Pa","MW","NumOfAtoms","NumOfC","NumOfO","NumHBondDonors","NumOfConf","parentspecies","hydroxyl..alkyl.","ketone","carboxylic.acid","carbonylperoxynitrate","hydroperoxide","carbonylperoxyacid"
"296",353,-8.50894382296674,206.04265266,24,7,7,3,328,"apin",1,0,1,0,1,0
"297",354,-12.0949421254773,299.048860236,33,8,11,3,587,"apin",0,0,0,0,2,1
"298",355,-3.73709713679468,190.011352532,19,6,7,2,26,"toluene",0,1,1,0,1,0
"299",356,-4.21975500917219,250.99134536,22,6,10,1,162,"toluene",0,1,1,0,0,0
"300",358,-2.758964060592,234.99643074,21,6,9,1,49,"toluene",0,0,0,0,0,1
"301",359,-3.93468955613817,324.044109204,34,9,11,1,228,"apin",0,0,0,0,0,1
"302",360,1.84933914769397,191.0066015,18,5,7,0,19,"toluene",0,1,0,0,0,0
"303",361,-6.44067781868911,266.98625998,23,6,11,2,38,"toluene",1,2,0,0,0,1
"304",362,-3.74889686652597,281.001910044,26,7,11,1,124,"toluene",0,1,0,1,1,0
"305",363,-5.5706887613763,233.017166184,23,7,8,2,178,"toluene",1,1,1,0,0,0
"306",364,-7.98719346979902,299.012474728,29,7,12,3,316,"toluene",0,0,0,0,1,2
"307",365,-6.27995501791702,328.002638316,30,7,13,2,423,"toluene",0,0,0,0,1,1
"308",366,-0.793827273421127,311.971338188,25,6,13,1,172,"toluene",1,1,0,1,0,0
"309",367,-5.60861557596988,270.069930028,32,7,9,2,335,"decane",1,0,0,0,1,0
"310",368,-8.87672621360605,236.016831836,24,7,9,4,45,"toluene",2,0,0,0,1,1
"311",369,-12.0582756258268,271.017560108,27,6,11,5,771,"toluene",2,1,1,0,2,0
"312",370,-11.8326888800915,264.084517472,34,10,8,3,1142,"apin",1,2,0,0,2,0
"313",371,-2.34944716947682,250.99134536,22,6,10,2,134,"toluene",0,1,1,0,1,0
"314",372,-2.60076734121106,241.006995424,23,5,10,3,201,"toluene",1,0,0,0,1,1
"315",374,-4.39837805898837,174.016437912,18,6,6,2,64,"toluene",2,1,0,0,0,0
"316",375,-7.95474649698118,313.986988252,27,6,13,4,212,"toluene",3,0,0,0,1,0
"317",376,-4.09873409995031,341.981902872,29,7,14,2,212,"toluene",0,1,1,1,1,0
"318",377,-10.276281675056,283.017560108,28,7,11,3,1114,"apin",0,1,1,0,2,0
"319",378,4.77909338636616,149.032422324,17,4,5,0,3,"decane",0,0,0,1,0,0
"320",379,-4.83975870334153,237.048466312,27,7,8,2,53,"apin",0,0,0,0,2,0
"321",380,-6.39725080935454,206.079038168,28,8,6,2,318,"decane",0,2,0,0,2,0
"322",381,-13.5735875863093,312.991739284,28,7,13,4,185,"toluene",2,1,0,0,0,2
"323",382,-5.94497843031387,314.059759268,35,8,11,2,424,"apin",0,0,0,0,2,0
"324",383,-8.32660866386694,281.001910044,26,7,11,3,327,"toluene",1,1,1,0,1,0
"325",385,-2.21525337707113,297.992073632,26,6,12,1,247,"toluene",0,1,1,0,0,0
"326",386,-5.22538412821198,207.00151612,19,5,8,2,56,"toluene",0,0,2,0,0,0
"327",387,-6.06660137077866,294.9811746,25,7,12,2,110,"toluene",0,1,1,0,0,1
"328",389,-8.34375369775813,312.991739284,28,7,13,3,345,"toluene",1,1,0,0,1,1
"329",390,-9.16747904450593,222.03756728,25,7,8,3,185,"toluene",2,1,0,0,1,0
"330",392,-1.79458423640498,267.022645488,27,7,10,2,143,"apin",1,1,0,1,0,1
"331",393,-8.78716121127684,196.058302724,25,6,7,4,422,"apin",2,0,0,0,1,1
"332",394,-7.65772190268717,134.021523292,15,4,5,3,32,"toluene",1,0,1,0,1,0
"333",395,-9.24973722590296,281.07468106,34,9,9,2,431,"apin",0,0,0,0,2,0
"334",396,-4.82922364792128,297.06959568,35,9,10,2,63,"apin",0,0,0,0,1,1
"335",397,-7.50222701800858,180.063388104,24,6,6,3,471,"apin",1,0,0,0,2,0
"336",398,-3.44490316521032,236.016831836,24,7,9,3,278,"toluene",1,3,0,0,1,1
"337",400,-5.3036753123199,263.100501884,35,10,7,2,93,"apin",1,1,0,0,1,0
"338",401,-5.11390580710263,237.048466312,27,7,8,2,147,"decane",1,1,0,0,0,1
"339",402,-3.36735280596131,150.016437912,16,4,6,2,46,"toluene",1,1,0,0,1,0
"340",403,-5.81993160355921,270.9811746,23,5,12,3,387,"toluene",1,0,0,0,1,1
"341",404,1.87005274943344,297.992073632,26,6,12,2,271,"toluene",2,2,0,1,0,0
"342",405,-0.194833738192218,217.131408088,34,10,4,0,14,"decane",0,1,0,0,0,0
"343",407,-2.69712496399429,188.068473484,25,8,5,1,80,"decane",0,3,0,0,1,0
"344",408,-8.72174892526753,236.016831836,24,7,9,3,238,"toluene",0,0,1,0,2,0
"345",409,-7.90912841325136,208.021917216,22,6,8,3,209,"toluene",2,0,1,0,0,0
"346",410,-11.9258691801063,299.012474728,29,7,12,4,292,"toluene",1,0,1,0,2,0
"347",411,-7.13044930755412,266.98625998,23,6,11,3,139,"toluene",2,0,1,1,0,0
"348",414,-6.06830591366415,281.001910044,26,7,11,2,103,"toluene",0,0,0,1,1,1
"349",415,-10.796647904767,314.059759268,35,8,11,3,625,"decane",2,1,0,0,1,0
"350",416,-7.59378674733329,326.059759268,36,9,11,2,450,"apin",1,1,0,0,1,0
"351",417,-8.37516487896887,210.001181772,20,5,9,4,547,"toluene",1,0,1,0,2,0
"352",418,-3.26237372831639,265.006995424,25,7,10,2,82,"toluene",0,1,1,0,0,1
"353",419,-2.58227461686294,150.016437912,16,4,6,2,95,"toluene",0,1,0,0,2,0
"354",420,-14.0283018192262,315.007389348,30,7,13,5,562,"toluene",3,0,0,0,1,1
"355",421,-6.8462183052212,235.069201756,29,8,7,2,353,"apin",2,2,0,0,0,0
"356",422,0.539542526870952,295.976423568,24,6,12,0,13,"toluene",0,2,0,1,0,0
"357",423,-7.12774781806855,188.032087976,21,7,6,2,7,"toluene",0,0,1,0,0,1
"358",424,-12.4128630234565,296.012809076,28,7,11,3,253,"toluene",2,1,1,0,0,0
"359",425,-3.43954921186419,253.043380932,28,7,9,2,172,"apin",0,1,0,0,1,1
"360",426,-11.7265683611454,299.012474728,29,7,12,5,475,"toluene",2,0,2,0,1,0
"361",427,-6.74823504887648,296.049194584,32,8,10,1,120,"decane",0,1,0,0,0,1
"362",428,-9.07564311178165,281.001910044,26,7,11,3,261,"toluene",3,0,0,0,0,0
"363",429,-0.969709870733653,327.966252808,26,6,14,1,269,"toluene",0,1,0,1,1,0
"364",430,-5.56031174238206,283.017560108,28,7,11,3,248,"toluene",1,0,0,0,1,1
"365",431,-10.4452537710589,312.007723696,29,7,12,3,317,"toluene",1,0,2,0,0,0
"366",432,-5.08859744147547,265.006995424,25,7,10,3,151,"toluene",2,0,1,0,0,0
"367",433,-8.25235692315563,248.089602852,33,10,7,2,412,"apin",0,2,0,0,2,0
"368",434,-6.75516295604565,235.032816248,25,7,8,2,299,"apin",0,1,2,0,0,0
"369",435,3.57497812495277,134.980386752,10,2,6,1,3,"toluene",0,0,0,0,0,1
"370",436,-4.92897094968045,188.032087976,21,7,6,2,55,"toluene",2,1,0,0,0,0
"371",437,-1.84147402047046,282.9811746,24,6,12,3,256,"toluene",2,1,0,1,1,0
"372",438,-2.1299160612976,327.966252808,26,6,14,1,197,"toluene",0,1,0,1,1,0
"373",439,-5.50968778668459,296.049194584,32,8,10,1,378,"apin",0,1,0,0,1,0
"374",440,-9.87131689342113,212.016831836,22,5,9,4,576,"toluene",0,0,1,0,3,0
"375",442,0.101258226253455,202.011352532,20,7,7,1,3,"toluene",0,3,0,0,1,0
"376",443,-4.55554872810089,253.006995424,24,6,10,2,107,"toluene",1,0,0,1,1,0
"377",444,-7.78989646088787,312.991739284,28,7,13,3,387,"toluene",1,0,0,1,2,0
"378",446,-3.45305555505353,262.99134536,23,7,10,1,16,"toluene",0,3,0,0,0,1
"379",447,-8.53352296939106,253.116151948,36,9,7,3,614,"decane",2,0,0,0,1,0
"380",448,-2.95430221124119,294.9811746,25,7,12,1,68,"toluene",0,3,1,1,0,0
"381",449,-8.78846396605795,282.9811746,24,6,12,3,156,"toluene",2,1,1,1,0,0
"382",450,-8.60082311366908,192.027002596,21,6,7,3,133,"toluene",0,0,2,0,1,0
"383",451,-2.5966009350844,327.966252808,26,6,14,1,221,"toluene",0,1,0,0,0,1
"384",452,-6.54400584647867,284.996824664,26,6,12,3,311,"toluene",1,1,0,0,1,1
"385",453,-5.04743663969419,327.966252808,26,6,14,2,82,"toluene",1,2,0,0,0,1
"386",454,2.15239174786808,223.032816248,24,6,8,2,40,"apin",1,0,0,1,1,0
"387",455,-7.17539450750664,312.991739284,28,7,13,3,339,"toluene",1,0,0,1,2,0
"388",456,-8.01473379397857,192.027002596,21,6,7,3,164,"toluene",1,0,1,0,1,0
"389",457,-5.2815516987493,312.044109204,33,8,11,2,69,"apin",0,0,0,0,1,1
"390",458,-2.83266366080981,341.981902872,29,7,14,2,408,"toluene",1,3,0,1,1,0
"391",459,-3.17269113311553,298.02845914,30,7,11,2,214,"apin",2,1,0,1,0,0
"392",461,-7.64680945661207,370.049588508,39,10,13,2,402,"apin",0,1,0,1,2,0
"393",462,-9.39235036569759,267.022645488,27,7,10,3,221,"toluene",2,1,0,0,1,0
"394",463,-1.40555933369186,295.976423568,24,6,12,1,81,"toluene",1,1,0,1,0,0
"395",464,-0.267665311852021,266.98625998,23,6,11,1,56,"toluene",1,3,0,1,0,0
"396",465,-2.89407155183654,236.016831836,24,7,9,3,114,"toluene",2,2,0,0,1,0
"397",466,-10.9889949112147,224.016831836,23,6,9,4,336,"toluene",1,0,1,0,2,0
"398",468,-4.91615235010229,279.059030996,32,9,9,1,176,"decane",0,2,0,1,1,0
"399",469,-5.22261072688036,268.054279964,30,7,9,2,374,"decane",2,1,0,0,0,0
"400",471,-8.76822421604422,283.017560108,28,7,11,4,602,"toluene",3,1,1,0,0,0
"401",472,-7.99030706437201,297.992073632,26,6,12,3,246,"toluene",1,0,2,0,0,0
"402",473,-0.228742881211909,239.064116376,29,7,8,2,61,"apin",0,0,0,0,1,1
"403",475,-3.40591951598272,222.001181772,21,6,9,2,24,"toluene",1,3,0,0,0,1
"404",476,-10.1596291057664,210.001181772,20,5,9,4,174,"toluene",1,0,1,0,1,1
"405",477,-1.60875853755692,162.016437912,17,5,6,1,29,"toluene",0,1,0,0,1,0
"406",479,-9.68537641296452,343.997552936,31,7,14,3,331,"toluene",0,0,0,0,2,1
"407",481,-5.59521585658827,326.059759268,36,9,11,1,134,"apin",0,0,0,1,1,0
"408",483,-6.84806086111336,267.022645488,27,7,10,3,338,"apin",1,1,1,0,0,1
"409",484,-5.72150811236625,293.997159012,26,7,11,2,21,"toluene",2,2,0,0,0,0
"410",485,-9.26197332711775,238.068867408,30,8,8,3,471,"apin",0,1,0,0,3,0
"411",486,-2.33286829806335,281.997159012,25,6,11,1,42,"toluene",0,1,0,1,1,0
"412",487,-6.60564199610227,296.012809076,28,7,11,3,75,"toluene",2,0,0,0,1,0
"413",488,-1.34231434231528,312.007723696,29,7,12,1,64,"apin",0,0,0,1,0,1
"414",489,-6.86572073478349,295.053945616,33,9,10,2,438,"apin",0,1,0,0,1,1
"415",490,-6.54448104710049,278.98625998,24,7,11,2,159,"toluene",1,0,1,1,0,0
"416",492,-4.20592422930721,255.022645488,26,6,10,3,138,"toluene",1,0,0,0,1,1
"417",493,-6.56035435984776,329.981902872,28,6,14,3,359,"toluene",2,0,0,1,1,0
"418",496,-5.28547129371202,281.001910044,26,7,11,2,72,"toluene",0,0,0,1,1,1
"419",497,-5.71756262906491,239.027730868,25,6,9,2,299,"apin",0,1,0,0,2,0
"420",498,-7.21394728803988,251.064116376,30,8,8,2,524,"decane",1,2,0,0,1,0
"421",499,-2.97327966868361,295.976423568,24,6,12,2,138,"toluene",2,2,0,0,0,0
"422",500,-8.47382446323,296.012809076,28,7,11,2,258,"toluene",2,0,0,0,0,0
"423",501,-1.99327579634161,252.970609916,20,5,11,1,93,"toluene",0,0,1,1,0,0
"424",502,-3.4574460008534,225.012080804,22,5,9,3,81,"toluene",2,0,0,0,0,1
"425",505,-2.95142853733503,225.012080804,22,5,9,1,140,"toluene",0,1,0,0,1,0
"426",506,-9.37896671039569,284.996824664,26,6,12,4,339,"toluene",2,0,0,0,1,1
"427",508,-4.7207946255475,225.08485182,30,7,7,2,146,"decane",0,0,0,0,2,0
"428",509,-8.06311599078358,232.094688232,32,10,6,2,215,"apin",0,2,0,0,2,0
"429",510,-9.43623837901908,239.027730868,25,6,9,3,641,"apin",1,0,1,0,1,0
"430",511,-5.28441397184771,331.997552936,30,6,14,3,801,"toluene",2,0,0,1,1,0
"431",513,-8.74275772652819,279.059030996,32,9,9,2,450,"apin",0,1,1,0,1,0
"432",515,-4.60828443489095,253.006995424,24,6,10,2,277,"toluene",0,1,0,0,2,0
"433",518,-5.70247593191477,263.064116376,31,9,8,1,220,"decane",0,3,0,0,1,0
"434",519,-0.553549558494462,160.996036816,14,4,6,1,12,"toluene",0,1,1,0,0,0
"435",520,0.108083266697969,225.012080804,22,5,9,2,34,"toluene",0,0,0,0,1,1
"436",521,-4.10311868344673,234.001181772,22,7,9,2,133,"toluene",1,1,0,0,1,0
"437",522,-7.04685377998008,220.021917216,23,7,8,3,150,"toluene",1,2,1,0,1,0
"438",525,-0.563756198369784,207.00151612,19,5,8,2,43,"toluene",1,0,1,0,0,0
"439",526,-3.02120074549629,311.971338188,25,6,13,1,35,"toluene",0,0,0,2,1,0
"440",527,-4.7785017952458,357.976817492,30,7,15,2,414,"toluene",1,1,0,1,1,0
"441",528,-5.91524654972539,257.001910044,24,5,11,4,527,"toluene",2,0,0,0,1,1
"442",529,-9.23170936043288,283.017560108,28,7,11,3,327,"toluene",1,1,0,0,2,0
"443",530,-6.65252144989648,328.002638316,30,7,13,3,234,"toluene",2,1,0,1,1,0
"444",531,-11.0625495014178,179.990617088,16,4,8,3,19,"toluene",1,0,0,0,1,1
"445",532,-2.63437125766918,292.054279964,32,9,9,0,75,"apin",0,1,0,0,0,0
"446",534,-5.82156187454572,281.997159012,25,6,11,2,250,"toluene",0,0,1,0,1,0
"447",535,-8.91760493283484,224.016831836,23,6,9,3,274,"toluene",1,2,0,0,2,0
"448",536,-9.15032148249476,284.996824664,26,6,12,4,278,"toluene",1,0,1,0,1,1
"449",537,-7.5705037321833,270.9811746,23,5,12,3,154,"toluene",1,0,0,1,1,1
"450",538,-2.73904112606438,250.99134536,22,6,10,2,24,"toluene",1,2,0,0,1,0
"451",539,2.67270230325735,176.990951436,15,4,7,0,7,"toluene",0,1,0,1,0,0
"452",540,-3.59312903230756,269.997159012,24,5,11,2,104,"toluene",1,0,0,0,1,0
"453",541,-4.80033094155991,296.996824664,27,7,12,3,501,"toluene",2,3,0,1,1,0
"454",542,-1.12130855378667,148.037173356,18,5,5,2,95,"toluene",1,1,0,0,1,0
"455",543,0.146549501474877,312.007723696,29,7,12,0,83,"apin",0,1,0,1,0,0
"456",544,-2.73377490236646,219.00151612,20,6,8,1,50,"toluene",0,1,0,0,1,0
"457",545,-1.98588366206018,312.007723696,29,7,12,0,80,"apin",0,0,0,1,0,0
"458",546,-6.36564707992885,297.992073632,26,6,12,2,231,"toluene",0,1,2,0,0,0
"459",547,-6.77753269151744,322.064844648,36,10,10,1,366,"apin",1,2,0,0,0,0
"460",548,2.82003904726675,175.01168688,17,5,6,1,6,"toluene",1,1,0,0,0,0
"461",550,-4.65068834309185,253.006995424,24,6,10,2,412,"toluene",1,0,0,0,1,0
"462",551,-12.6979300034542,236.016831836,24,7,9,4,315,"toluene",1,1,2,0,1,0
"463",552,0.0932888788500359,192.027002596,21,6,7,1,30,"apin",0,2,0,0,1,0
"464",553,-1.67003759027859,234.99643074,21,6,9,3,9,"toluene",3,2,0,0,0,0
"465",554,-7.65994813331895,222.001181772,21,6,9,3,155,"toluene",1,1,0,0,2,0
"466",555,-7.02111776731721,219.985531708,19,6,9,2,153,"toluene",0,2,2,0,0,0
"467",556,-2.32685247184277,238.99134536,21,5,10,1,159,"toluene",0,1,0,0,1,0
"468",557,-5.66459563579575,300.007723696,28,6,12,2,469,"toluene",0,0,2,0,0,0
"469",558,-8.26986112256808,224.016831836,23,6,9,4,330,"toluene",2,1,0,0,2,0
"470",560,-2.35659687196872,175.995702468,16,5,7,2,27,"toluene",0,0,1,0,0,1
"471",561,-8.68069568383502,263.064116376,31,9,8,2,111,"apin",1,1,0,0,1,0
"472",562,-4.08433093999024,222.99643074,20,5,9,2,189,"toluene",0,1,1,0,1,0
"473",563,-6.45845196508765,251.100501884,34,9,7,2,364,"decane",1,1,0,0,1,0
"474",564,-7.69588756923299,254.98625998,22,5,11,3,417,"toluene",0,0,2,0,1,0
"475",565,-5.12647310860097,206.006267152,20,6,8,2,230,"toluene",0,1,1,0,1,0
"476",567,-9.2294462350674,236.016831836,24,7,9,3,85,"toluene",1,1,0,0,0,2
"477",568,-7.91974851274312,218.006267152,21,7,8,2,80,"toluene",0,2,1,0,1,0
"478",569,-4.36694530380092,250.99134536,22,6,10,1,43,"toluene",0,2,0,0,1,0
"479",571,-4.05764545937852,278.98625998,24,7,11,2,205,"toluene",2,2,0,0,0,0
"480",572,-3.72294930878144,176.032087976,20,6,6,2,120,"toluene",1,1,0,0,1,0
"481",573,-4.61608129360851,218.006267152,21,7,8,3,57,"toluene",2,3,0,0,1,0
"482",574,-2.8559615799697,219.074287136,28,8,6,1,53,"apin",0,0,0,0,1,0
"483",575,-4.09548479516178,235.032816248,25,7,8,1,157,"apin",0,1,0,0,1,0
"484",576,-3.32337278402083,295.976423568,24,6,12,2,80,"toluene",1,0,0,1,1,0
"485",577,-2.85880057285713,297.992073632,26,6,12,2,60,"toluene",1,2,0,0,1,0
"486",578,-9.07338097907472,283.017560108,28,7,11,4,396,"toluene",4,0,0,1,0,0
"487",579,-5.56859902864389,342.054673888,37,9,12,2,374,"apin",0,1,0,0,1,1
"488",580,-2.23245609922888,210.99643074,19,4,9,2,118,"toluene",0,0,0,0,2,0
"489",581,-2.06230285594618,298.97608922,25,6,13,3,414,"toluene",1,1,0,1,1,1
"490",583,-6.66980307849367,237.996096392,22,6,10,3,146,"toluene",1,1,0,0,1,1
"491",584,-5.39115703810735,269.001910044,25,6,11,2,196,"toluene",1,0,0,1,1,0
"492",585,-6.43905225034029,359.992467556,32,7,15,2,579,"toluene",0,0,1,1,1,0
"493",587,-4.72388621703099,281.997159012,25,6,11,3,36,"toluene",3,1,0,0,0,0
"494",588,-6.40575703974574,361.971732112,30,6,16,3,257,"toluene",1,0,0,1,2,0
"495",589,-5.27316837131786,328.039023824,34,8,12,2,340,"apin",1,1,0,1,1,0
"496",591,-8.13733954920592,236.016831836,24,7,9,3,278,"toluene",1,1,1,0,1,0
"497",592,-4.0196915210624,246.99643074,22,7,9,1,9,"toluene",0,1,1,1,0,0
"498",594,-2.39186848004941,174.016437912,18,6,6,2,84,"toluene",1,1,1,0,0,0
"499",595,1.23496552595075,210.99643074,19,4,9,2,31,"toluene",1,1,0,0,1,0
"500",596,-3.2676656057936,269.001910044,25,6,11,2,82,"toluene",0,1,0,0,2,0
"501",597,-3.39059850377594,267.059030996,31,8,9,2,124,"apin",0,0,0,0,1,1
"502",598,-8.06948933067142,204.063388104,26,8,6,2,489,"decane",1,2,0,0,1,0
"503",599,-5.91577245246255,300.991739284,27,6,13,3,598,"toluene",1,1,0,1,2,0
"504",600,-6.08043568409475,296.049194584,32,8,10,1,357,"decane",0,2,0,0,1,0
"505",601,-0.818482247333479,224.975695296,18,4,10,2,58,"toluene",0,0,0,1,2,0
"506",602,-12.1676649500931,254.02739652,27,7,10,4,740,"toluene",2,2,0,0,2,0
"507",603,-5.84162449996649,373.971732112,31,7,16,2,441,"toluene",1,1,0,1,0,1
"508",604,-7.29511764875275,327.080160364,39,10,11,3,758,"apin",0,1,0,0,2,1
"509",605,-1.7712789730475,208.980780676,17,4,9,2,28,"toluene",1,2,0,0,1,0
"510",606,-2.36719362222764,238.99134536,21,5,10,2,72,"toluene",1,0,0,1,1,0
"511",607,-9.2921864276707,178.011352532,18,5,7,3,142,"toluene",1,0,2,0,0,0
"512",608,-2.21609549556398,238.99134536,21,5,10,3,91,"toluene",1,0,0,0,1,1
"513",609,-9.84685822560065,249.996096392,23,7,10,2,96,"toluene",1,3,0,0,0,1
"514",610,-7.39787849653486,269.001910044,25,6,11,3,74,"toluene",1,1,1,0,1,0
"515",611,-8.68715008233598,312.007723696,29,7,12,3,276,"toluene",2,0,1,0,0,0
"516",613,-5.23094355987977,357.976817492,30,7,15,2,83,"toluene",1,1,0,1,1,0
"517",614,-6.85537656388607,297.06959568,35,9,10,3,479,"apin",1,0,0,0,1,1
"518",616,-6.04266419829757,222.99643074,20,5,9,3,132,"toluene",1,0,1,0,1,0
"519",617,-12.6834608080357,269.001910044,25,6,11,4,242,"toluene",2,0,1,0,1,0
"520",618,-3.94494662152377,277.07976644,34,10,8,1,322,"decane",0,3,0,0,1,0
"521",619,-6.59224534706195,300.007723696,28,6,12,3,509,"toluene",2,1,0,0,0,1
"522",620,-2.77630794247352,242.98625998,21,4,11,3,181,"toluene",1,0,0,0,1,1
"523",621,-6.73863094167154,298.97608922,25,6,13,3,350,"toluene",1,1,0,0,1,1
"524",622,-6.45685716861173,281.997159012,25,6,11,2,170,"toluene",1,0,1,0,0,0
"525",623,-5.02258217052054,282.03354452,29,7,10,1,257,"apin",0,0,0,0,1,0
"526",624,-6.42548547247438,324.080494712,38,10,10,2,25,"apin",0,0,0,0,2,0
"527",625,-3.01012683336104,322.064844648,36,10,10,0,59,"apin",0,1,0,0,0,0
"528",626,0.558543505527027,220.980780676,18,5,9,1,68,"toluene",1,1,0,0,0,0
"529",627,-10.076531527254,192.027002596,21,6,7,3,171,"toluene",2,1,0,0,1,0
"530",628,-4.46947694699246,292.090665472,36,10,8,0,75,"decane",0,2,0,0,0,0
"531",629,-2.44110518679715,311.971338188,25,6,13,1,95,"toluene",0,0,1,1,0,0
"532",630,-4.94018622476031,341.981902872,29,7,14,2,189,"toluene",2,1,0,1,0,0
"533",631,-6.97017353060295,219.00151612,20,6,8,2,3,"toluene",2,2,0,0,0,0
"534",632,-1.77811991153452,215.990617088,19,7,8,2,112,"toluene",1,2,1,0,0,0
"535",634,-10.7543270953211,309.06959568,36,10,10,2,380,"apin",0,1,0,0,1,1
"536",635,-9.29607756873763,252.011746456,25,7,10,3,917,"toluene",1,1,1,0,1,0
"537",636,-5.17733565915083,316.002638316,29,6,13,3,282,"toluene",1,0,0,0,1,1
"538",637,-3.67728978307203,296.085580092,36,9,9,1,67,"decane",0,0,0,0,0,1
"539",638,-6.8404448782256,261.08485182,33,10,7,1,285,"decane",1,3,0,0,0,0
"540",639,-3.05402263977011,307.976423568,25,7,12,1,41,"toluene",1,0,0,1,0,0
"541",640,-1.04278463433139,329.981902872,28,6,14,2,431,"toluene",1,1,0,1,1,0
"542",641,-6.08931737897076,220.021917216,23,7,8,3,312,"toluene",1,2,1,0,1,0
"543",643,-8.48504804607556,294.9811746,25,7,12,3,228,"toluene",1,2,2,0,0,0
"544",645,-5.22574027843185,222.001181772,21,6,9,3,132,"toluene",1,2,1,0,1,0
"545",647,-9.28855905725192,251.027730868,26,7,9,3,210,"toluene",1,0,1,0,1,0
"546",648,-4.94156489881655,237.012080804,23,6,9,2,194,"toluene",1,2,0,0,1,0
"547",649,-7.88872077222256,232.094688232,32,10,6,2,497,"decane",1,3,0,0,1,0
"548",650,-6.9257357020682,220.021917216,23,7,8,3,163,"",1,2,1,0,0,1
"549",651,-9.72828594133673,326.059759268,36,9,11,2,601,"apin",1,1,0,0,1,0
"550",652,-4.93693786687402,259.069201756,31,10,7,0,89,"decane",0,3,0,0,0,0
"551",653,-4.6592834119604,283.017560108,28,7,11,3,118,"toluene",2,0,0,0,0,1
"552",654,-9.92143406104156,315.007389348,30,7,13,4,343,"toluene",1,0,0,0,2,1
"553",656,0.555755540710617,266.0386299,28,7,9,0,21,"apin",0,1,0,1,0,0
"554",657,-1.74215637574805,294.9811746,25,7,12,1,140,"toluene",1,3,0,1,0,0
"555",658,-1.81680545898633,252.970609916,20,5,11,2,62,"toluene",0,1,1,1,1,0
"556",659,-1.4481189774005,327.966252808,26,6,14,2,259,"toluene",2,1,0,2,0,0
"557",660,-4.14846405544307,178.011352532,18,5,7,2,122,"toluene",0,0,1,0,1,0
"558",661,-7.64871848406878,359.992467556,32,7,15,3,318,"toluene",1,0,0,1,1,1
"559",662,-6.71543205856617,222.001181772,21,6,9,3,288,"toluene",0,1,1,0,2,0
"560",663,-2.65815601787795,221.053551692,26,7,7,1,107,"apin",0,0,0,0,1,0
"561",664,-3.27705158166336,249.012080804,24,7,9,3,114,"toluene",2,0,0,0,1,0
"562",665,-1.8968786238385,311.971338188,25,6,13,1,105,"toluene",0,1,0,1,1,0
"563",667,-0.266515211182594,267.981508948,22,5,11,1,82,"toluene",1,0,0,1,0,0
"564",668,-5.45149645776186,247.069201756,30,9,7,1,47,"apin",0,1,0,0,1,0
"565",669,-13.236967580576,295.090331124,37,10,9,3,576,"apin",2,1,0,0,0,1
"566",670,-1.95085289344758,341.981902872,29,7,14,3,153,"toluene",2,0,0,0,0,1
"567",671,-4.44863157379693,308.085580092,37,10,9,1,192,"decane",1,2,0,0,0,0
"568",672,-3.17005975890364,266.0386299,28,7,9,1,67,"apin",0,1,0,0,1,0
"569",674,-3.33769888312818,250.99134536,22,6,10,3,322,"toluene",2,2,0,0,1,0
"570",675,-5.9906708850197,311.048860236,34,9,11,2,787,"apin",0,1,0,1,2,0
"571",676,-4.50699237952299,311.971338188,25,6,13,2,217,"toluene",0,1,1,0,1,0
"572",677,-7.0236136995575,220.094688232,31,9,6,2,251,"apin",0,1,0,0,2,0
"573",678,-2.0750830241838,231.00151612,21,7,8,1,101,"toluene",1,4,0,0,0,0
"574",679,-1.08121619360379,256.965524536,20,4,12,3,63,"toluene",1,0,0,1,0,2
"575",680,-8.62709936977844,180.027002596,20,5,7,4,316,"toluene",3,1,0,0,1,0
"576",681,-9.58973742663449,312.007723696,29,7,12,3,502,"toluene",1,1,1,0,1,0
"577",682,-6.08569747042861,326.059759268,36,9,11,2,475,"apin",0,1,1,0,1,0
"578",683,-7.61205966168229,266.98625998,23,6,11,2,291,"toluene",0,1,2,0,0,0
"579",684,-6.8634293428939,356.033938444,36,9,13,2,449,"apin",0,1,0,0,1,1
"580",686,-9.08457725512176,249.012080804,24,7,9,3,49,"toluene",1,0,1,0,0,1
"581",687,-6.45219425127056,293.997159012,26,7,11,2,293,"toluene",1,2,0,0,1,0
"582",688,-0.766689714719114,278.98625998,24,7,11,1,94,"toluene",0,3,0,0,1,0
"583",689,-8.29080581754984,312.991739284,28,7,13,3,352,"toluene",0,0,0,1,2,1
"584",690,-9.48139777065893,309.06959568,36,10,10,2,521,"apin",0,2,0,0,1,1
"585",691,1.15026832302106,207.00151612,19,5,8,2,45,"toluene",2,0,0,0,0,0
"586",692,-1.49167133516206,250.99134536,22,6,10,1,128,"toluene",1,2,0,0,0,0
"587",693,-6.53062347239242,235.069201756,29,8,7,1,62,"decane",0,1,0,0,0,1
"588",694,-5.59317421098985,212.016831836,22,5,9,3,587,"toluene",1,1,0,0,2,0
"589",695,-1.77278231262773,206.006267152,20,6,8,3,132,"toluene",1,1,1,0,1,0
"590",696,-9.60405291950298,236.016831836,24,7,9,4,27,"toluene",3,2,0,0,1,0
"591",697,-4.77544622407376,312.007723696,29,7,12,2,366,"apin",1,1,1,1,0,0
